gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1933386731	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004382	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-05-10	10	5	1996	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.605Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386730	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004346	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1937-04-01	1	4	1937	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.760Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386729	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004349	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1971-04-22	22	4	1971	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.747Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386728	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004363	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1986-04-20	20	4	1986	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.800Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386727	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004407	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1965-11-20	20	11	1965	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.370Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386726	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004414	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1967-11-01	1	11	1967	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.542Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386725	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004421	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1994-06-26	26	6	1994	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.516Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386724	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004397	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1960-11-01	1	11	1960	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.618Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386723	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004366	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1989-08-20	20	8	1989	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.801Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386722	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004431	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-05-05	5	5	1996	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.555Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386721	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004352	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1922-02-19	19	2	1922	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.803Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386720	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004418	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1989-05-07	7	5	1989	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.540Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386719	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004417	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1989-04-30	30	4	1989	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.539Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386718	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004396	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1965-09-01	1	9	1965	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.615Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386717	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004360	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1966-01-01	1	1	1966	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.802Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386716	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004419	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1982-12-02	2	12	1982	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.541Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386715	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004347	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1950-07-01	1	7	1950	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.760Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386714	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004420	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1982-12-02	2	12	1982	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.514Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386713	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004384	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-05-10	10	5	1996	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.607Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386712	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004350	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1973-11-17	17	11	1973	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.807Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386711	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004249	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Agrius	Agrius convolvuli		SPECIES	Herse convolvuli (Linnaeus, 1758)	Herse convolvulus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1968-04-28	28	4	1968	9588330	1861644	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.536Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386710	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004348	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1950-06-12	12	6	1950	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.761Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386709	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004356	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1955-12-01	1	12	1955	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.805Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386708	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004416	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1980-12-03	3	12	1980	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.539Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386707	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004365	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1989-08-06	6	8	1989	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.800Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386706	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004408	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1962-10-10	10	10	1962	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.371Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386705	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004307	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Cyathosternum			GENUS	Cataloipidius Bolívar, 1914	Cataloipidius prehensile		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1960-01-01	1	1	1960	1706889		PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.844Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386704	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004314	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1957-04-01	1	4	1957	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.855Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386703	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004252	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Agrius	Agrius convolvuli		SPECIES	Herse convolvuli (Linnaeus, 1758)	Herse convolvulus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1961-12-17	17	12	1961	9588330	1861644	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.887Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386702	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004246	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Agrius	Agrius convolvuli		SPECIES	Herse convolvuli (Linnaeus, 1758)	Herse convolvulus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1971-04-20	20	4	1971	9588330	1861644	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.535Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386701	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004331	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1961-02-01	1	2	1961	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.792Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386623	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004378	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-04-16	16	4	1996	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.609Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386622	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004394	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1974-10-20	20	10	1974	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.620Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386621	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004380	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-05-10	10	5	1996	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.602Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386620	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004371	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1994-07-02	2	7	1994	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.609Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386619	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004395	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1960-11-01	1	11	1960	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.620Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386618	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004429	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-05-04	4	5	1996	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.511Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386617	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004410	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1947-05-04	4	5	1947	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.540Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386616	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004409	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1965-11-01	1	11	1965	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.371Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386615	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004412	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1963-09-01	1	9	1963	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.541Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386614	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004379	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Acorypha	Acorypha pallidicornis		SPECIES	Acorypha pallidicornis (Stål, 1876)	Acorypha pallidicornis		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1996-04-16	16	4	1996	1713787	1713787	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.609Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
1933386613	e386d77e-4713-4289-bd01-6d0115c718ed	NMZBENT000004402	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Oxycatantops	Oxycatantops spissus		SPECIES	Catantops spissus (Walker, 1870)	Catantops spissus		ZW			PRESENT		5f2df235-914f-4cc9-b247-08fb981e8b8a									1959-10-01	1	10	1959	1711997	1711990	PRESERVED_SPECIMEN	NMZB						CC_BY_NC_4_0					2024-01-25T01:24:51.371Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
